1412;1412
1413;1413
1414;1414
1415;1415
1416;1416
1417;1417
1418;1418
1419;1419
1420;1420
1501;1501
1503;1503
1505;1505
1507;1507
1509;1509
1510;1510
1511;1511
1512;1512
1513;1513
1514;1514
1515;1515
1516;1516
1517;1517
1518;1518
1519;1519
1520;1520
1601;1601
1602;1602
1603;1603
1604;1604
1605;1605
1606;1606
1607;1607
1608;1608
1609;1609
1610;1610
1611;1611
1612;1612
1613;1613
1614;1614
1615;1615
1616;1616
1617;1617
1618;1618
1619;1619
1620;1620
1702;1702
1704;1704
1706;1706
1708;1708
1709;1709
1710;1710
1711;1711
1712;1712
1713;1713
1714;1714
1715;1715
1716;1716
1717;1717
1718;1718
1719;1719
1720;1720
1801;1801
1802;1802
1803;1803
1804;1804
1805;1805
1806;1806
1807;1807
1808;1808
1809;1809
1810;1810
1811;1811
1812;1812
1813;1813
1814;1814
1815;1815
1816;1816
1817;1817
1818;1818
1819;1819
1820;1820
1901;1901
1902;1902
1903;1903
1904;1904
1905;1905
1906;1906
1907;1907
1908;1908
1909;1909
1910;1910
1911;1911
1912;1912
1913;1913
1914;1914
1915;1915
1916;1916
1917;1917
1918;1918
1919;1919
1920;1920
2001;2001
2002;2002
2003;2003
2004;2004
2005;2005
2006;2006
2007;2007
2008;2008
2009;2009
2010;2010
2011;2011
2012;2012
2013;2013
2014;2014
2015;2015
2016;2016
2017;2017
2018;2018
2019;2019
2020;2020
2101;2101
2102;2102
2103;2103
2104;2104
2105;2105
2106;2106
2107;2107
2108;2108
2109;2109
2110;2110
2111;2111
2112;2112
2113;2113
2114;2114
2115;2115
2116;2116
2117;2117
2118;2118
2119;2119
2120;2120
2201;2201
2202;2202
2203;2203
2204;2204
2205;2205
2206;2206
2207;2207
2208;2208
2209;2209
2210;2210
2211;2211
2212;2212
2213;2213
2214;2214
2215;2215
2216;2216
2217;2217
2218;2218
2219;2219
2220;2220
2301;2301
2302;2302
2303;2303
2304;2304
2305;2305
2306;2306
2307;2307
2308;2308
2309;2309
2310;2310
2311;2311
2312;2312
2313;2313
2314;2314
2315;2315
2316;2316
2317;2317
2318;2318
2319;2319
2320;2320
2401;2401
2402;2402
2403;2403
2404;2404
2405;2405
2406;2406
2407;2407
2408;2408
2409;2409
2410;2410
2411;2411
2412;2412
2413;2413
2414;2414
2415;2415
2416;2416
2417;2417
2418;2418
2419;2419
2420;2420
2501;2501
2502;2502
2503;2503
2504;2504
2505;2505
2506;2506
2507;2507
2508;2508
2509;2509
2510;2510
2511;2511
2512;2512
2513;2513
2514;2514
2515;2515
2516;2516
2517;2517
2518;2518
2519;2519
2520;2520
2601;2601
2602;2602
2603;2603
2604;2604
2605;2605
2606;2606
2607;2607
2608;2608
2609;2609
2610;2610
2611;2611
2612;2612
2613;2613
2614;2614
2615;2615
2616;2616
2617;2617
2618;2618
2619;2619
2620;2620
2701;2701
2702;2702
2703;2703
2704;2704
2705;2705
2706;2706
2707;2707
2708;2708
2709;2709
2710;2710
2711;2711
2712;2712
2713;2713
2714;2714
2715;2715
2716;2716
2717;2717
2718;2718
2719;2719
2720;2720
2801;2801
2802;2802
2803;2803
2804;2804
2805;2805
2806;2806
2807;2807
2808;2808
2809;2809
2810;2810
2811;2811
2812;2812
2813;2813
2814;2814
2815;2815
2816;2816
2817;2817
2818;2818
2819;2819
2820;2820
2901;2901
2902;2902
2903;2903
2904;2904
2905;2905
2906;2906
2907;2907
2908;2908
2909;2909
2910;2910
2911;2911
2912;2912
2913;2913
2914;2914
2915;2915
2916;2916
2917;2917
2918;2918
2919;2919
2920;2920
3001;3001
3002;3002
3003;3003
3004;3004
3005;3005
3006;3006
3007;3007
3008;3008
3009;3009
3010;3010
3011;3011
3012;3012
3013;3013
3014;3014
3015;3015
3016;3016
3017;3017
3018;3018
3019;3019
3020;3020
3201;3201
3202;3202
3203;3203
3204;3204
3205;3205
3206;3206
3207;3207
3208;3208
3209;3209
3210;3210
3211;3211
3212;3212
3213;3213
3214;3214
3215;3215
3216;3216
3217;3217
3218;3218
3219;3219
3220;3220
